city_fips,cbsa_fips,City,State,st_fips,pop_2010,Population,lon,lat
2071000,45820,Topeka,Kansas,20,127473,231783,-95.69547241,39.03458123
3050200,33540,Missoula,Montana,30,66788,121041,-114.0094732,46.8684521
1973335,43580,Sioux City,Iowa,19,82684,149240,-96.39001827,42.495826
1772000,44100,Springfield,Illinois,17,116250,206655,-89.65373101,39.77089633
2146027,30460,Lexington-Fayette,Kentucky,21,295803,517916,-84.45865684,38.04219255
650258,34900,Napa,California,6,76915,134300,-122.3010675,38.29755264
1319000,17980,Columbus,Georgia,13,189885,324110,-84.87704731,32.50998645
2079000,48620,Wichita,Kansas,20,382368,650039,-97.3441454,37.68967073
5613900,16940,Cheyenne,Wyoming,56,59466,100723,-104.7926678,41.14052667
3502000,10740,Albuquerque,New Mexico,35,545852,919543,-106.6463267,35.10529558
1825000,23060,Fort Wayne,Indiana,18,253691,426076,-85.14363887,41.08846891
4853388,36220,Odessa,Texas,48,99940,160869,-102.3405941,31.88310347
1851876,34620,Muncie,Indiana,18,70085,112031,-85.39496758,40.19885883
4848072,33260,Midland,Texas,48,111147,177216,-102.1137597,32.02481856
862000,39380,Pueblo,Colorado,8,106595,169544,-104.6105882,38.27123719
2964550,41140,St. Joseph,Missouri,29,76780,119690,-94.82103976,39.7598271
4801000,10180,Abilene,Texas,48,117063,179308,-99.73843872,32.45420356
4845000,31180,Lubbock,Texas,48,229573,328283,-101.8871891,33.56418032
4879000,48660,Wichita Falls,Texas,48,104553,149299,-98.52902997,33.90718226
4803000,11100,Amarillo,Texas,48,190695,271171,-101.8310848,35.19887289
4817000,18580,Corpus Christi,Texas,48,305215,421628,-97.3751951,27.72606024
203000,11260,Anchorage,Alaska,2,291826,400470,-149.108248,61.15055299
2038900,29940,Lawrence,Kansas,20,87643,119964,-95.26410415,38.95975359
4824000,21340,El Paso,Texas,48,649121,872195,-106.4307125,31.84772685
1718823,19500,Decatur,Illinois,17,76122,101483,-88.93366814,39.85562729
4041850,30020,Lawton,Oklahoma,40,96867,128523,-98.42031813,34.61760125
3128000,30700,Lincoln,Nebraska,31,258379,342448,-96.6796066,40.80875223
4864472,41660,San Angelo,Texas,48,93200,121839,-100.4501554,31.44258683
4841464,29700,Laredo,Texas,48,236091,267780,-99.48728262,27.56153407
